Unnamed: 0,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce,product_name_std,brand_name_std,match_key,category
0,Drunk Elephant,Protini Polypeptide Moisturizer,68.0,1000,136008,4.2097,1.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.74,0.42,40.24,protini_polypeptide_moisturizer,drunk_elephant,drunk_elephant_protini_polypeptide_moisturizer,Moisturizers
1,La Mer,Crreme de la Mer,175.0,493,61648,4.0974,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0.83,175.0,crreme_de_la_mer,la_mer,la_mer_crreme_de_la_mer,Moisturizers
2,IT Cosmetics,CC+ Cream with SPF 50+,39.0,2000,188389,4.0403,1.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.2,36.11,cc_cream_with_spf_50,it_cosmetics,it_cosmetics_cc_cream_with_spf_50,Moisturizers
3,Tatcha,The Water Cream,68.0,1000,149323,4.2447,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.67,0.42,40.0,the_water_cream,tatcha,tatcha_the_water_cream,Moisturizers
4,SK-II,Facial Treatment Essence,179.0,788,68880,4.0622,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.14,0.52,,facial_treatment_essence,sk_ii,sk_ii_facial_treatment_essence,Moisturizers
5,Drunk Elephant,Lala Retro Whipped Moisturizer,60.0,1000,103949,4.2228,1.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.96,0.42,35.5,lala_retro_whipped_moisturizer,drunk_elephant,drunk_elephant_lala_retro_whipped_moisturizer,Moisturizers
6,Tatcha,The Dewy Skin Cream,68.0,222,31907,4.3694,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,1.97,40.0,the_dewy_skin_cream,tatcha,tatcha_the_dewy_skin_cream,Moisturizers
7,Drunk Elephant,Virgin Marula Luxury Facial Oil,72.0,1000,117305,4.4188,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.44,72.0,virgin_marula_luxury_facial_oil,drunk_elephant,drunk_elephant_virgin_marula_luxury_facial_oil,Moisturizers
8,The Ordinary,Hyaluronic Acid 2% + B5,6.8,501,84567,4.1896,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.84,6.8,hyaluronic_acid_2_b5,the_ordinary,the_ordinary_hyaluronic_acid_2_b5,Moisturizers
9,Kiehl's Since 1851,Ultra Facial Cream,30.0,756,60343,4.3915,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.25,0.58,17.65,ultra_facial_cream,kiehl's_since_1851,kiehl's_since_1851_ultra_facial_cream,Moisturizers
10,belif,The True Cream Aqua Bomb,38.0,3000,142491,4.4863,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.11,0.15,22.62,the_true_cream_aqua_bomb,belif,belif_the_true_cream_aqua_bomb,Moisturizers
11,IT Cosmetics,Your Skin But Better CC+ Kit! Pick Your CC+ & Drop IT In,40.0,15,7769,4.3333,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19,28.89,,your_skin_but_better_cc_kit!_pick_your_cc_drop_it_in,it_cosmetics,it_cosmetics_your_skin_but_better_cc_kit!_pick_your_cc_drop_it_in,Moisturizers
12,bareMinerals,COMPLEXION RESCUE‚ Tinted Moisturizer Broad Spectrum SPF 30,32.0,2000,120569,3.9608,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0.2,,complexion_rescue‚_tinted_moisturizer_broad_spectrum_spf_30,bareminerals,bareminerals_complexion_rescue‚_tinted_moisturizer_broad_spectrum_spf_30,
13,SEPHORA COLLECTION,Sleeping Mask,4.0,1000,193307,4.2452,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.42,14.81,sleeping_mask,sephora_collection,sephora_collection_sleeping_mask,Moisturizers
14,belif,The True Cream Moisturizing Bomb,38.0,1000,72877,4.5539,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.37,0.46,22.62,the_true_cream_moisturizing_bomb,belif,belif_the_true_cream_moisturizing_bomb,Moisturizers
15,The Ordinary,100% Organic Cold-Pressed Rose Hip Seed Oil,9.8,358,65034,4.4581,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,1.25,9.8,100_organic_cold_pressed_rose_hip_seed_oil,the_ordinary,the_ordinary_100_organic_cold_pressed_rose_hip_seed_oil,Moisturizers
16,La Mer,The Moisturizing Soft Cream,175.0,179,21388,3.8436,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.84,2.15,175.0,the_moisturizing_soft_cream,la_mer,la_mer_the_moisturizing_soft_cream,Moisturizers
17,Fresh,Lotus Youth Preserve Moisturizer,46.0,2000,119862,4.2875,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.67,0.21,28.75,lotus_youth_preserve_moisturizer,fresh,fresh_lotus_youth_preserve_moisturizer,Moisturizers
18,Farmacy,HONEYMOON GLOW AHA Resurfacing Night Serum with Hydrating Honey + Gentle Flower Acids,58.0,516,58631,4.5426,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.88,0.88,58.0,honeymoon_glow_aha_resurfacing_night_serum_with_hydrating_honey_gentle_flower_acids,farmacy,farmacy_honeymoon_glow_aha_resurfacing_night_serum_with_hydrating_honey_gentle_flower_acids,Moisturizers
19,IT Cosmetics,CC+ Cream Oil-Free Matte with SPF 40,39.0,857,40767,3.8985,1.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.45,36.11,cc_cream_oil_free_matte_with_spf_40,it_cosmetics,it_cosmetics_cc_cream_oil_free_matte_with_spf_40,Moisturizers
20,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,39.0,740,51950,4.3703,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.42,0.59,22.94,moisture_surge_72_hour_auto_replenishing_hydrator,clinique,clinique_moisture_surge_72_hour_auto_replenishing_hydrator,Moisturizers
21,First Aid Beauty,Ultra Repair-Cream Intense Hydration,32.0,6000,144337,4.5827,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.16,0.08,5.33,ultra_repair_cream_intense_hydration,first_aid_beauty,first_aid_beauty_ultra_repair_cream_intense_hydration,Moisturizers
22,OLEHENRIKSEN,"C-Rush, Vitamin C Gel Moisturizer",45.0,2000,38496,4.5275,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.2,0.23,26.47,"c_rush,_vitamin_c_gel_moisturizer",olehenriksen,"olehenriksen_c_rush,_vitamin_c_gel_moisturizer",Moisturizers
23,IT Cosmetics,Your Skin But Better‚ CC+Illumination‚  Cream with SPF 50+,39.0,455,38337,3.811,1.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.84,36.11,your_skin_but_better‚_cc_illumination‚_cream_with_spf_50,it_cosmetics,it_cosmetics_your_skin_but_better‚_cc_illumination‚_cream_with_spf_50,
24,Fresh,Rose Deep Hydration Moisturizer,42.0,969,73660,4.3375,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.32,0.45,26.25,rose_deep_hydration_moisturizer,fresh,fresh_rose_deep_hydration_moisturizer,Moisturizers
25,Supergoop!,Everyday Sunscreen Broad Spectrum SPF 50,19.0,388,30550,4.3196,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.11,7.92,everyday_sunscreen_broad_spectrum_spf_50,supergoop!,supergoop!_everyday_sunscreen_broad_spectrum_spf_50,Moisturizers
26,Tatcha,Pure One Step Camellia Oil Cleanser,48.0,1000,72453,4.5224,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0.45,9.41,pure_one_step_camellia_oil_cleanser,tatcha,tatcha_pure_one_step_camellia_oil_cleanser,Moisturizers
27,Tatcha,Luminous Dewy Skin Mist,48.0,1000,138462,3.9479,1.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.72,0.39,35.56,luminous_dewy_skin_mist,tatcha,tatcha_luminous_dewy_skin_mist,Moisturizers
28,Dr. Jart+,Cicapair Tiger Grass Color Correcting Treatment SPF 30,52.0,1000,68346,4.2025,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.42,30.59,cicapair_tiger_grass_color_correcting_treatment_spf_30,dr._jart,dr._jart_cicapair_tiger_grass_color_correcting_treatment_spf_30,Moisturizers
29,SUNDAY RILEY,Luna Retinol Sleeping Night Oil,105.0,1000,112116,4.1146,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.41,88.98,luna_retinol_sleeping_night_oil,sunday_riley,sunday_riley_luna_retinol_sleeping_night_oil,Moisturizers
30,Kiehl's Since 1851,Midnight Recovery Concentrate,49.0,566,66439,4.3233,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.85,0.76,49.0,midnight_recovery_concentrate,kiehl's_since_1851,kiehl's_since_1851_midnight_recovery_concentrate,Moisturizers
31,Glow Recipe,Watermelon Glow Ultra-Fine Mist,28.0,139,30693,4.4173,2.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.45,3.18,11.07,watermelon_glow_ultra_fine_mist,glow_recipe,glow_recipe_watermelon_glow_ultra_fine_mist,Moisturizers
32,CLINIQUE,Dramatically Different Moisturizing Gel,28.0,3000,76158,4.4662,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.94,0.15,,dramatically_different_moisturizing_gel,clinique,clinique_dramatically_different_moisturizing_gel,Moisturizers
33,The Ordinary,Natural Moisturizing Factors + HA,5.8,276,36155,4.1594,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,1.51,5.8,natural_moisturizing_factors_ha,the_ordinary,the_ordinary_natural_moisturizing_factors_ha,Moisturizers
34,SK-II,Facial Treatment Essence Mini,99.0,70,18195,3.9571,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.38,5.65,,facial_treatment_essence_mini,sk_ii,sk_ii_facial_treatment_essence_mini,Moisturizers
35,OLEHENRIKSEN,Sheer Transformation - Perfecting Moisturizer,40.0,2000,62322,4.2227,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.21,0.21,23.53,sheer_transformation_perfecting_moisturizer,olehenriksen,olehenriksen_sheer_transformation_perfecting_moisturizer,Moisturizers
36,Caudalie,Vinoperfect Brightening Glycolic Overnight Cream,65.0,137,12438,4.8394,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1,3.53,,vinoperfect_brightening_glycolic_overnight_cream,caudalie,caudalie_vinoperfect_brightening_glycolic_overnight_cream,Moisturizers
37,Supergoop!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,34.0,542,32289,4.3413,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0.8,21.25,cc_cream_daily_correct_broad_spectrum_spf_35_sunscreen,supergoop!,supergoop!_cc_cream_daily_correct_broad_spectrum_spf_35_sunscreen,Moisturizers
38,Tatcha,The Essence Plumping Skin Softener,95.0,1000,45534,4.5357,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.2,0.45,18.63,the_essence_plumping_skin_softener,tatcha,tatcha_the_essence_plumping_skin_softener,Moisturizers
39,Caudalie,Beauty Elixir,18.0,3000,80381,4.2971,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.73,0.14,18.0,beauty_elixir,caudalie,caudalie_beauty_elixir,Moisturizers
41,Erborian,CC Creme High Definition Radiance Face Cream Skin Perfector,44.0,513,33175,4.1111,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.8,29.33,cc_creme_high_definition_radiance_face_cream_skin_perfector,erborian,erborian_cc_creme_high_definition_radiance_face_cream_skin_perfector,Moisturizers
42,Youth To The People,Superberry Hydrate + Glow Dream Mask,48.0,326,28972,4.7301,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1.45,24.0,superberry_hydrate_glow_dream_mask,youth_to_the_people,youth_to_the_people_superberry_hydrate_glow_dream_mask,Moisturizers
43,Dr. Jart+,Premium Beauty Balm SPF 45,39.0,2000,51471,4.2411,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.89,0.21,26.0,premium_beauty_balm_spf_45,dr._jart,dr._jart_premium_beauty_balm_spf_45,Moisturizers
44,Charlotte Tilbury,Charlotte's Magic Cream,100.0,499,14067,4.2986,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.55,0.86,58.82,charlotte's_magic_cream,charlotte_tilbury,charlotte_tilbury_charlotte's_magic_cream,Moisturizers
45,Fresh,Lotus Youth Preserve Dream Night Cream,48.0,208,24352,4.6538,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.85,2.24,30.0,lotus_youth_preserve_dream_night_cream,fresh,fresh_lotus_youth_preserve_dream_night_cream,Moisturizers
46,LANEIGE,Water Sleeping Mask,25.0,1000,103268,4.3255,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.43,10.87,water_sleeping_mask,laneige,laneige_water_sleeping_mask,Moisturizers
47,Bobbi Brown,Vitamin Enriched Face Base Priming Moisturizer,60.0,804,76177,4.5323,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.06,0.56,35.29,vitamin_enriched_face_base_priming_moisturizer,bobbi_brown,bobbi_brown_vitamin_enriched_face_base_priming_moisturizer,Moisturizers
48,Josie Maran,100 percent Pure Argan Oil,49.0,7000,122161,4.5261,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,0.06,28.82,100_percent_pure_argan_oil,josie_maran,josie_maran_100_percent_pure_argan_oil,Moisturizers
49,Origins,GinZing‚ Energy-Boosting Gel Moisturizer,29.5,2000,69203,4.4265,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.89,0.22,17.35,ginzing‚_energy_boosting_gel_moisturizer,origins,origins_ginzing‚_energy_boosting_gel_moisturizer,
50,tarte,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30 Sunscreen,37.0,3000,95331,4.2684,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0.14,37.0,bb_tinted_treatment_12_hour_primer_broad_spectrum_spf_30_sunscreen,tarte,tarte_bb_tinted_treatment_12_hour_primer_broad_spectrum_spf_30_sunscreen,Moisturizers
51,CLINIQUE,Dramatically Different Moisturizing Lotion+,28.0,1000,67346,3.8784,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.48,0.39,6.67,dramatically_different_moisturizing_lotion,clinique,clinique_dramatically_different_moisturizing_lotion,Moisturizers
52,Biossance,Squalane + Vitamin C Rose Oil,72.0,316,38037,4.3956,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,1.39,72.0,squalane_vitamin_c_rose_oil,biossance,biossance_squalane_vitamin_c_rose_oil,Moisturizers
53,SUNDAY RILEY,U.F.O. Ultra-Clarifying Face Oil,80.0,1000,81319,4.1595,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0.42,67.8,u.f.o._ultra_clarifying_face_oil,sunday_riley,sunday_riley_u.f.o._ultra_clarifying_face_oil,Moisturizers
54,tarte,Amazonian Clay BB Tinted Moisturizer Broad Spectrum SPF 20 Sunscreen,36.0,2000,63423,4.2498,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.15,0.21,21.18,amazonian_clay_bb_tinted_moisturizer_broad_spectrum_spf_20_sunscreen,tarte,tarte_amazonian_clay_bb_tinted_moisturizer_broad_spectrum_spf_20_sunscreen,Moisturizers
55,FARSALI,Unicorn Essence Antioxidant Primer Serum,54.0,1000,133987,3.8928,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.39,54.0,unicorn_essence_antioxidant_primer_serum,farsali,farsali_unicorn_essence_antioxidant_primer_serum,Moisturizers
56,SUNDAY RILEY,C.E.O Glow Vitamin C + Turmeric Face Oil,40.0,100,10975,4.22,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,4.22,80.0,c.e.o_glow_vitamin_c_turmeric_face_oil,sunday_riley,sunday_riley_c.e.o_glow_vitamin_c_turmeric_face_oil,Moisturizers
57,Origins,Dr. Andrew Weil For Origins‚ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,34.0,747,28741,4.3588,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.6,0.58,5.07,dr._andrew_weil_for_origins‚_mega_mushroom_relief_resilience_soothing_treatment_lotion,origins,origins_dr._andrew_weil_for_origins‚_mega_mushroom_relief_resilience_soothing_treatment_lotion,
58,Peter Thomas Roth,Water Drench Hyaluronic Cloud Cream,52.0,888,32448,4.3513,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.74,0.49,30.59,water_drench_hyaluronic_cloud_cream,peter_thomas_roth,peter_thomas_roth_water_drench_hyaluronic_cloud_cream,Moisturizers
59,SK-II,R.N.A. POWER Face Cream,230.0,104,9547,4.25,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.09,4.09,85.19,r.n.a._power_face_cream,sk_ii,sk_ii_r.n.a._power_face_cream,Moisturizers
60,CLINIQUE,Acne Solutions BB Cream Broad Spectrum SPF 40,39.0,601,34736,4.1481,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0.69,39.0,acne_solutions_bb_cream_broad_spectrum_spf_40,clinique,clinique_acne_solutions_bb_cream_broad_spectrum_spf_40,Moisturizers
61,SK-II,GenOptics Aura Essence Serum,240.0,109,9090,4.0826,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2,3.75,150.0,genoptics_aura_essence_serum,sk_ii,sk_ii_genoptics_aura_essence_serum,Moisturizers
62,Dr. Jart+,Ceramidin‚ Cream,48.0,917,17578,4.6074,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.22,0.5,28.4,ceramidin‚_cream,dr._jart,dr._jart_ceramidin‚_cream,
63,First Aid Beauty,Hello FAB Coconut Skin Smoothie Priming Moisturizer,28.0,1000,56776,4.218,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.76,0.42,16.47,hello_fab_coconut_skin_smoothie_priming_moisturizer,first_aid_beauty,first_aid_beauty_hello_fab_coconut_skin_smoothie_priming_moisturizer,Moisturizers
64,GLAMGLOW,GLOWSTARTER‚ Mega Illuminating Moisturizer,49.0,1000,60229,4.027,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.66,0.4,28.82,glowstarter‚_mega_illuminating_moisturizer,glamglow,glamglow_glowstarter‚_mega_illuminating_moisturizer,
65,LANEIGE,Water Bank Moisture Cream,35.0,734,29072,4.4005,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.52,0.6,21.88,water_bank_moisture_cream,laneige,laneige_water_bank_moisture_cream,Moisturizers
66,SUNDAY RILEY,Tidal Brightening Enzyme Water Cream,22.0,1000,55171,4.1377,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.81,0.41,44.0,tidal_brightening_enzyme_water_cream,sunday_riley,sunday_riley_tidal_brightening_enzyme_water_cream,Moisturizers
67,Youth To The People,Superfood Hyaluronic Acid Moisturizer,48.0,683,30370,4.2006,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.25,0.62,24.0,superfood_hyaluronic_acid_moisturizer,youth_to_the_people,youth_to_the_people_superfood_hyaluronic_acid_moisturizer,Moisturizers
68,Glow Recipe,Watermelon Glow Sleeping Mask,45.0,1000,170974,4.0466,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.58,0.4,16.67,watermelon_glow_sleeping_mask,glow_recipe,glow_recipe_watermelon_glow_sleeping_mask,Moisturizers
69,IT Cosmetics,Secret Sauce Anti-Aging Moisturizer,68.0,338,26730,3.7722,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.26,1.12,34.0,secret_sauce_anti_aging_moisturizer,it_cosmetics,it_cosmetics_secret_sauce_anti_aging_moisturizer,Moisturizers
70,OLEHENRIKSEN,Goodnight Glow Retin-ALT Sleeping Creme,55.0,211,28556,4.1185,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.74,1.95,32.35,goodnight_glow_retin_alt_sleeping_creme,olehenriksen,olehenriksen_goodnight_glow_retin_alt_sleeping_creme,Moisturizers
71,Herbivore,Emerald Cannabis Sativa Hemp Seed Deep Moisture Glow Oil,48.0,154,24670,4.6234,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,3.0,48.0,emerald_cannabis_sativa_hemp_seed_deep_moisture_glow_oil,herbivore,herbivore_emerald_cannabis_sativa_hemp_seed_deep_moisture_glow_oil,Moisturizers
